FIREFLY_3_e2_2236_e3_2657.smv,Invalid,0.19,0.16
FIREFLY_3_e2_2236_e7_3681.smv,Valid,0.08,0.06
FIREFLY_3_e2_2236.smv,Valid,0.11,0.09
FIREFLY_3.smv,Valid,0.12,0.09
FIREFLY_4_e3_3511_e1_2375.smv,Invalid,0.50,0.48
FIREFLY_4_e3_3511_e2_1923.smv,Valid,0.47,0.45
FIREFLY_4_e3_3511_e3_422.smv,Valid,1.30,1.29
FIREFLY_4_e3_3511_e4_1464.smv,Invalid,0.50,0.48
FIREFLY_4_e3_3511_e5_3248.smv,Valid,0.47,0.45
FIREFLY_4_e3_3511_e7_3568.smv,Invalid,0.07,0.05
FIREFLY_4_e3_3511.smv,Valid,0.75,0.72
FIREFLY_4.smv,Valid,0.10,0.08
FIREFLY_5_e1_2552_e7_1169.smv,Valid,0.04,0.02
FIREFLY_5_e2_2229.smv,Valid,0.04,0.02
FIREFLY_5_e2_2884_e1_2678.smv,Valid,0.06,0.04
FIREFLY_5_e2_2884_e2_1492.smv,Valid,0.06,0.04
FIREFLY_5_e2_2884_e3_1882.smv,Valid,0.06,0.04
FIREFLY_5_e2_2884_e7_3594.smv,Valid,0.06,0.04
FIREFLY_5.smv,Valid,0.06,0.04
FIREFLY_6_e2_3302.smv,Valid,0.53,0.51
FIREFLY_6.smv,Valid,0.53,0.51
FIREFLY_7.smv,Valid,0.96,0.93
FIREFLY_8_e2_1711_e1_1489.smv,Valid,0.06,0.04
FIREFLY_8_e2_1711_e2_2673.smv,Valid,0.06,0.04
FIREFLY_8_e2_1711_e3_1753.smv,Valid,0.06,0.04
FIREFLY_8_e2_1711_e7_1962.smv,Invalid,0.06,0.04
FIREFLY_8_e2_1711.smv,Valid,0.07,0.05
FIREFLY_8.smv,Valid,0.07,0.04
FIREFLY_9_e7_170_e3_3647.smv,Valid,0.07,0.05
FIREFLY_9.smv,Valid,0.07,0.05
FIREFLY_a3_e1_3233_e1_3123.smv,Invalid,0.25,0.23
FIREFLY_a3_e1_3233_e2_2392.smv,Valid,0.18,0.15
FIREFLY_a3_e1_3233_e3_2970.smv,Valid,0.17,0.15
FIREFLY_a3_e1_3233_e7_906.smv,Invalid,0.07,0.05
FIREFLY_a3_e1_3233.smv,Invalid,0.24,0.22
FIREFLY_a3_e2_2086_e1_3235.smv,Valid,0.17,0.15
FIREFLY_a3_e2_2086_e2_2689.smv,Valid,0.16,0.14
FIREFLY_a3_e2_2086_e3_2542.smv,Valid,0.17,0.15
FIREFLY_a3_e2_2086_e7_2614.smv,Invalid,0.07,0.04
FIREFLY_a3_e2_2952.smv,Valid,0.17,0.15
FIREFLY_a3_e3_314_e1_1979.smv,Invalid,0.54,0.52
FIREFLY_a3_e3_314_e2_2812.smv,Valid,0.17,0.15
FIREFLY_a3_e3_314_e4_897.smv,Invalid,0.54,0.51
FIREFLY_a3.smv,Valid,0.17,0.15
FIREFLY_all_e1_1207_e1_1201.smv,Invalid,0.27,0.25
FIREFLY_all_e1_1207_e2_3220.smv,Valid,0.11,0.09
FIREFLY_all_e1_1207_e3_1928.smv,Invalid,0.27,0.25
FIREFLY_all_e1_1207_e7_156.smv,Invalid,0.07,0.05
FIREFLY_all_e1_3406.smv,Invalid,0.26,0.24
FIREFLY_all_e2_2924_e1_768.smv,Valid,0.15,0.13
FIREFLY_all_e2_2924_e2_1767.smv,Invalid,0.19,0.17
FIREFLY_all_e2_2924_e3_3946.smv,Invalid,0.23,0.21
FIREFLY_all_e2_2924_e7_3371.smv,Invalid,0.07,0.05
FIREFLY_all_e2_3678.smv,Invalid,0.28,0.26
FIREFLY_all_e3_1600_e1_667.smv,Invalid,0.21,0.19
FIREFLY_all_e3_1600_e2_676.smv,Invalid,0.25,0.22
